604,45558,8767,24624
605,31864,5473,27751
606,37701,33074,12686
607,292,31016,30198
608,14985,25796,13829
609,26697,11882,35714
610,27357,10297,24452
611,41114,31614,44393
612,49507,2450,6178
613,21972,10630,27868
614,34885,47249,680
615,29249,18539,15416
616,20987,12533,21556
617,29409,42786,8387
618,35385,20530,11502
619,870,49988,23478
620,33157,49720,22983
621,20398,40594,19931
622,27435,44568,15384
623,45320,12564,43686
624,2686,24094,35888
625,10908,18165,27608
626,37420,24264,48656
627,527,26131,43286
628,37553,17675,45761
629,2347,29540,25719
630,4814,3230,48063
631,42662,10676,38221
632,10676,16072,43739
633,45318,44531,18569
634,27804,14483,24779
635,24728,5596,32231
636,49459,17239,29520
637,43054,3862,44240
638,4873,17610,7234
639,14436,36705,27446
640,31023,17815,12144
641,21042,3334,34970
642,11858,28192,6581
643,15464,4008,38361
644,6622,38243,32190
645,3885,23981,14613
646,37658,13354,41697
647,6850,23419,2769
648,42436,31339,15535
649,38556,14050,6222
650,1211,44037,31073
651,25895,40080,40646
652,16384,8566,14347
653,47786,5608,44339
654,33618,12726,35207
655,24408,19188,11890
656,8053,48113,37726
657,13161,20736,10472
658,48695,43713,7521
659,49074,44972,11630
660,34649,38392,20918
661,7741,47095,12527
662,31770,38115,40009
663,49792,48751,41880
664,44640,28452,39056
665,1593,26711,45575
666,8984,10220,18614
667,30860,5575,42615
668,19879,20510,29348
669,14230,13561,953
670,10268,31114,40462
671,25241,15027,23919
672,21449,22594,22685
673,49891,7087,37072
674,48876,42321,35201
675,31993,33329,13949
676,10367,12671,13789
677,5615,39122,4504
678,23606,47459,1792
679,8302,1329,46036
680,4735,40411,11352
681,44794,26146,22387
682,18901,7925,29503
683,1502,32206,17857
684,48922,25871,15138
685,2892,46288,23909
686,3942,2365,11017
687,34036,24733,2270
688,22937,24206,47561
689,15327,11137,35584
690,33426,10777,46248
691,43527,39772,2315
692,12946,39518,41086
693,14374,35806,45828
694,27016,7124,44762
695,10057,49344,15354
696,10189,36802,36743
697,8112,27261,4470
698,14380,10274,27347
699,26468,23716,26553
700,4377,11632,6060
701,18437,24031,32366
702,19934,34667,41605
703,4642,23617,16163
704,46500,12079,19814
705,49859,10119,20423
706,8154,23812,24460
707,10714,11917,29394
708,41642,8204,34135
709,45879,28757,30434
710,20734,13338,23922
711,16076,42343,3610
712,21799,2664,26708
713,13739,1487,29416
714,25547,31143,24204
715,25309,49320,20238
716,47987,46535,1699
717,13736,48047,41972
718,12720,12671,30697
719,18582,27054,20254
720,20508,36423,39236
721,48165,39361,25214
722,12162,2240,1805
723,32262,35105,10188
724,12354,36280,10861
725,5532,7315,27124
726,49770,29343,48299
727,9742,10176,23120
728,49053,37113,39753
729,20526,10247,43456
730,5197,3101,25803
731,33757,24570,46085
732,17419,14143,1404
733,19826,7600,34246
734,411,32190,17658
735,33711,13322,21039
736,44206,19252,40628
737,29511,34881,39384
738,32678,45494,43614
739,19855,9087,27446
740,35212,49049,14028
741,49680,29504,38746
742,36056,18260,13856
743,20177,11878,21327
744,31811,36347,12125
745,21724,31298,42440
746,34897,45411,10134
747,20883,45080,9087
748,21069,17552,5269
749,19173,15779,29320
750,12941,39207,11837
751,46548,48519,37120
752,39624,45139,35862
753,42055,30747,9053
754,21083,20920,21136
755,31452,27239,45022
756,10850,48524,14432
757,14182,19329,12206
758,31208,28948,45392
759,26316,17254,12820
760,12778,30887,23335
761,34320,10376,662
762,49143,21935,33939
763,25794,22557,10127
764,8563,40710,24765
765,12038,25935,41442
766,17022,11084,39916
767,3198,1231,37042
768,7546,7731,5857
769,43607,23483,15324
770,42596,32203,14612
771,7315,24186,13381
772,45561,8290,40246
773,39035,36279,11535
774,37346,35786,45808
775,24588,17896,2038
776,44085,2001,21236
777,27595,7674,13401
778,43491,7103,14434
779,35462,7785,5759
780,21674,10314,20987
781,14151,19738,48866
782,7144,48210,11913
783,2441,10208,15612
784,25895,8526,47811
785,20112,15086,7473
786,41170,18534,27402
787,10000,14300,49853
788,16037,33267,3767
789,45521,8868,27343
790,29433,11279,44136
791,21085,25070,6783
792,16701,5576,15617
793,11235,15565,32237
794,29450,36599,26606
795,23308,42894,7815
796,20596,40556,11900
797,28659,19600,40484
798,28012,36455,24128
799,15117,37433,48173
800,4974,15718,25276
801,29268,30807,39772
802,17816,46127,22594
803,22353,49636,9170
804,8133,40492,38370
805,9858,39943,43902
806,33853,1032,47001
807,32814,5685,2672
808,35029,48292,7334
809,16888,23097,26432
810,4987,5832,1335
811,45347,47826,26278
812,39260,35049,23219
813,27471,35463,37678
814,18158,7263,35492
815,32414,49663,574
816,3001,31856,7953
817,7177,9469,28026
818,3481,35800,20531
819,13930,13009,38819
820,16546,10171,30091
821,36716,18248,19718
822,28669,4119,12043
823,33646,12407,27413
824,11801,45963,46110
825,44696,9030,45223
826,45915,43386,18433
827,41422,41147,6038
828,36238,19406,43535
829,41850,23055,6182
830,34062,24093,46227
831,33352,29955,40551
832,35437,44987,22717
833,923,8924,15299
834,28124,5661,19483
835,16495,35330,8827
836,28389,12109,9517
837,19849,17876,40177
838,41256,25387,29799
839,99,22025,29347
840,40199,13388,2226
841,14435,7373,39321
842,40278,11646,44952
843,35145,10331,46355
844,45146,24403,32983
845,44251,17353,33304
846,25981,4345,14199
847,3004,25733,9797
848,37570,21745,46761
849,8951,22694,42812
850,27390,47979,29932
851,46267,47497,2726
852,19422,5120,34014
853,24196,2706,42044
854,15471,43721,11904
855,29725,40816,26007
856,45092,12716,41682
857,6478,17242,40022
858,40340,24357,20072
859,18194,8212,9694
860,2053,12922,24328
861,17824,22239,34360
862,2749,19430,37022
863,26607,9113,22033
864,23693,11481,38978
865,44399,40835,6664
866,13803,3679,31150
867,43212,11435,31900
868,8312,890,37501
869,12110,1738,21283
870,31296,32163,28458
871,17827,43978,1874
872,19436,29540,46
873,1023,2630,21254
874,22639,44689,34773
875,40476,16876,3253
876,45521,25373,31762
877,44699,31926,36368
878,37168,25959,15767
879,22107,9348,32260
880,10615,6076,32917
881,10021,40442,34591
882,40284,2384,35522
883,14087,26482,1451
884,32219,38386,21911
885,29428,24608,13468
886,37427,33040,41788
887,47749,4866,35689
888,11034,5799,39209
889,40559,1346,29214
890,2848,41817,5628
891,38728,8293,35542
892,49973,21704,27907
893,40594,24973,13887
894,45369,16277,43926
895,14094,43457,9924
896,36789,26315,16255
897,10121,49242,17028
898,5529,2586,43374
899,32718,45812,43939
900,45607,4217,2104
901,6412,30146,29133
902,24097,1483,27562
903,18468,5407,46256
904,36255,43669,30338
905,18855,9455,7228
906,13528,43907,39610
907,3412,49544,16311
908,35787,8815,22969
909,18303,31940,36938
910,23378,43995,5564
911,38395,29732,2413
912,10112,49088,16557
913,17254,48239,23940
914,42411,24544,12459
915,11089,30463,11746
916,19237,4262,32919
917,23549,38306,42710
918,28445,3256,16337
919,10092,32719,44158
920,21511,506,30109
921,14741,37514,3516
922,38356,12301,18419
923,28011,22672,43621
924,11458,45233,36566
925,20497,7136,36327
926,42279,20342,27596
927,42104,46304,42404
928,19149,28667,37040
929,44463,33840,23091
930,19421,47697,36472
931,44409,22043,35687
932,32018,18131,43081
933,16201,48347,43713
934,25601,37949,27931
935,46608,1656,33356
936,7519,7282,33198
937,37701,13196,17250
938,6457,42760,25855
939,21435,6105,16044
940,35923,49222,37528
941,7680,32846,10651
942,44737,18643,43084
943,42515,29752,10906
944,44246,2531,5165
945,37096,1580,29115
946,23380,44174,514
947,15999,36495,38068
948,43596,47854,4167
949,35734,1848,10171
950,26161,36454,10457
951,17455,47113,4631
952,18574,4197,32798
953,17604,21231,28786
954,13561,45229,8960
955,33430,32761,39768
956,2537,34445,32485
957,18459,27325,18327
958,10688,38044,47675
959,9995,35224,27354
960,45770,3480,42883
961,12842,12876,4680
962,31662,23642,30204
963,35538,18165,25870
964,36226,11772,8821
965,5022,38433,17195
966,23189,35483,18282
967,6277,8601,21265
968,10518,32863,12384
969,34263,4732,39956
970,7441,16642,16736
971,44602,27392,40858
972,15034,42575,36644
973,36927,29535,28098
974,44793,37399,46309
975,8550,10886,31566
976,41733,9157,41775
977,11687,41008,19369
978,7416,8073,25054
979,18202,18729,19821
980,26098,29042,11579
981,37745,47678,23351
982,9960,45199,1778
983,12130,8583,3236
984,38875,49366,3013
985,24216,4911,3217
986,32188,8039,22421
987,2878,30116,20202
988,7332,21311,3234
989,35150,49144,30581
990,2214,20324,13263
991,49672,37213,684
992,24593,20537,14910
993,40161,46462,20423
994,42844,1275,15353
995,39585,7654,34574
996,13591,710,2641
997,1313,34993,48900
998,7052,9695,43384
999,13092,44808,22658
1000,32373,19633,30353
1001,35995,16529,40213
1002,38048,7714,41954
1003,4366,12207,1973
1004,12942,16929,47150
1005,43789,49885,23818
1006,37156,7945,6890
1007,15190,42242,5638
1008,38480,30558,34909
1009,39290,44732,4438
1010,19896,14107,19082
1011,41654,950,44516
1012,37929,17389,48285
1013,589,3172,46867
1014,12951,41233,4156
1015,44753,9241,21706
1016,28815,23509,6051
1017,37524,46980,32881
1018,16916,15944,14706
1019,48619,31319,12748
1020,40322,21990,41481
1021,43396,25172,34275
1022,31758,36113,22401
1023,9080,24910,32426
1024,14677,28195,45732
1025,49541,21163,27153
1026,48687,1076,18389
1027,14697,9600,21166
1028,16134,977,34077
1029,40651,40922,47848
1030,687,27041,13334
1031,8009,47657,6652
1032,10004,39620,6851
1033,38960,323,17027
1034,3748,38551,46818
1035,40568,44300,5385
1036,16662,45564,603
1037,49849,24754,963
1038,21290,34416,45389
1039,7453,17941,19970
1040,22906,10954,6829
1041,17388,42004,4157
1042,14628,10071,42912
1043,31633,34808,8334
1044,39780,33029,16819
1045,33996,40976,3143
1046,219,35137,26667
1047,33799,33096,47576
1048,26220,31663,43744
1049,35050,48522,34241
1050,17942,45338,34814
1051,9318,2443,29214
1052,11232,49463,13460
1053,23682,28646,7097
1054,26129,4500,13709
1055,5420,44349,48846
1056,27552,12832,35350
1057,10170,17536,38310
1058,33167,28493,36749
1059,3401,24252,47864
1060,37184,21759,22863
1061,32929,24942,13870
1062,17466,17619,22393
1063,47218,22891,43516
1064,28152,4637,17428
1065,40356,28213,21911
1066,20099,27412,33242
1067,37307,12316,34409
1068,3190,46235,22782
1069,44513,2629,31370
1070,43004,31697,14617
1071,15472,23304,38414
1072,37119,45478,19352
1073,2999,15568,16123
1074,8597,18365,7690
1075,30984,32065,44743
1076,48997,45536,44993
1077,44692,25189,40920
1078,12661,23888,6800
1079,2307,188,6760
1080,39221,35658,9048
1081,30895,36091,30569
1082,29720,48914,32957
1083,10415,31906,15876
1084,40726,41528,29206
1085,34387,15343,23321
1086,10504,12627,48718
1087,49551,3938,33525
1088,49672,28838,39617
1089,5705,47877,13704
1090,35464,33641,31076
1091,31052,31146,4599
1092,26407,12427,13035
1093,49732,15063,36443
1094,13787,36885,17924
1095,30305,39295,34334
1096,44559,9655,39559
1097,28159,21914,8726
1098,27627,34643,580
1099,40536,26396,38531
1100,44058,13308,14054
1101,18307,34474,12755
1102,15821,7352,8139
1103,8109,29724,2228
1104,9011,4612,33002
1105,10948,8340,26481
1106,15555,4121,40233
1107,34775,4295,44731
1108,47609,6367,46594
1109,5498,48909,36051
1110,30155,38455,48183
1111,12695,32433,35311
1112,23711,28234,35617
1113,38033,19708,29370
1114,1492,39943,16649
1115,6864,19461,33365
1116,20200,35442,23626
1117,41563,30707,27709
1118,30923,2010,33667
1119,7029,14910,22645
1120,27521,26984,18536
1121,34492,18823,38162
1122,33794,17250,36325
1123,46265,614,19237
1124,48100,19827,5705
1125,16802,40514,3237
1126,46735,36813,48931
1127,17089,42848,49565
1128,14959,37013,14919
1129,612,28178,8617
1130,47801,22521,28544
1131,7031,19665,45025
1132,19173,21151,20681
1133,8258,19419,46969
1134,19506,31319,13373
1135,31832,23486,41145
1136,29527,33762,39176
1137,752,26316,10311
1138,5086,27081,24354
1139,34383,6494,1060
1140,7848,2146,487
1141,32417,7596,29451
1142,36512,38632,20148
1143,12921,20589,35293
1144,32397,30951,14062
1145,26116,47099,32410
1146,10117,46799,36982
1147,28859,27905,29267
1148,42190,26536,29608
1149,11695,43552,45441
1150,7762,40630,31494
1151,13336,45942,24196
1152,46483,16885,27499
1153,1998,27275,30070
1154,37754,672,16879
1155,47329,39456,6535
1156,23636,3283,3012
1157,35524,38310,5754
1158,41029,6780,42431
1159,26172,44042,3486
1160,39638,47151,2722
1161,25310,42838,37073
1162,17871,43477,35377
1163,1032,16633,28358
1164,21901,960,36161
1165,45383,47323,35087
1166,3588,13282,38998
1167,1319,20596,40797
1168,17580,37056,48743
1169,23804,1458,9496
1170,5436,919,11848
1171,32637,19713,34587
1172,31532,16942,42289
1173,20266,31063,21356
1174,17669,30509,26233
1175,5790,23239,8038
1176,10244,12935,5578
1177,31384,4226,20179
1178,44565,44927,19193
1179,10025,47889,23828
1180,48822,32565,11234
1181,45841,3247,34747
1182,43104,29955,8323
1183,6335,13213,48510
1184,13645,8661,10818
1185,10385,28749,42896
1186,4411,29333,38625
1187,45935,39505,10073
1188,49388,34238,30293
1189,39088,37468,14542
1190,32153,5287,10320
1191,42899,37189,19756
1192,24915,22920,45452
1193,17946,35404,1581
1194,35135,4482,17302
1195,1363,37379,19018
1196,17370,39305,1590
1197,21147,6529,22341
1198,36834,2431,42187
1199,25056,24004,22438
1200,659,27111,33997
1201,43792,14711,32893
1202,34617,41451,16176
1203,24603,3789,18662
1204,25691,23367,33511
1205,28196,33456,3323
1206,49435,35675,34773
1207,27234,42285,25369
1208,26554,46501,24833
1209,44580,37727,44268
1210,39071,2153,23078
1211,23820,9899,29575
1212,726,41728,5955
1213,32173,48692,35418
1214,33533,24739,15351
1215,11102,21639,3576
1216,42716,14881,48098
1217,47711,4689,14882
1218,33296,1156,10807
1219,3236,36091,2067
1220,49090,40198,11277
1221,31271,30132,10384
1222,29397,189,3524
1223,18149,8888,6610
1224,26547,21285,44633
1225,46892,3607,43820
1226,6448,2628,5292
1227,31069,13797,20054
1228,14338,11836,36323
1229,42069,30293,37940
1230,24845,12131,32019
1231,27270,32608,14763
1232,28613,45098,27025
1233,11405,27772,43669
1234,22478,19564,38822
1235,23803,48220,6175
1236,29386,28105,89
1237,36813,48447,4112
1238,22824,40546,40492
1239,22727,14127,13874
1240,47414,2813,39454
1241,13158,28315,424
1242,44871,21258,34753
1243,15760,40343,5390
1244,35921,46075,8987
1245,38306,239,37738
1246,44013,30239,38976
1247,16011,40018,43508
1248,32943,30386,21573
1249,28171,3369,47982
1250,14615,1212,5491
1251,24390,4445,37700
1252,15938,14806,43572
1253,40196,1206,23516
1254,36790,7953,36029
